,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
E 106 St & Lexington Ave,433.0,432.0,544.0,447.0,906.0,1299.0,1221.0,1463.0,1538.0,1360.0,990.0,681.0
5 Ave & E 126 St,431.0,353.0,341.0,468.0,817.0,1082.0,1180.0,1622.0,1458.0,1334.0,1015.0,677.0
Union Ave & Jackson St,429.0,463.0,417.0,230.0,727.0,1045.0,1082.0,1369.0,1400.0,1291.0,895.0,510.0
N 11 St & Kent Ave,428.0,439.0,421.0,324.0,853.0,1026.0,1193.0,1324.0,1748.0,1202.0,834.0,393.0
Myrtle Ave & Lewis Ave,425.0,382.0,373.0,236.0,507.0,655.0,672.0,748.0,780.0,778.0,474.0,269.0
Steinway St & 28 Ave,424.0,457.0,472.0,460.0,1017.0,1492.0,1720.0,1710.0,1948.0,1636.0,1265.0,726.0
Bushwick Ave & Powers St,423.0,379.0,496.0,460.0,938.0,1262.0,1434.0,1303.0,1675.0,1106.0,873.0,409.0
43 St & Broadway,423.0,351.0,553.0,478.0,1372.0,1888.0,1792.0,1756.0,1729.0,1345.0,1165.0,685.0
31 Ave & 34 St,418.0,414.0,501.0,574.0,1172.0,1591.0,1704.0,2188.0,1954.0,1669.0,1170.0,622.0
Park Pl & Franklin Ave,418.0,471.0,425.0,251.0,715.0,995.0,1051.0,1201.0,1260.0,1117.0,769.0,457.0
5 St & 6 Ave,418.0,316.0,279.0,156.0,432.0,472.0,487.0,582.0,777.0,722.0,459.0,361.0
Greene Ave & Throop Ave,417.0,399.0,375.0,259.0,724.0,958.0,1063.0,1138.0,1287.0,1218.0,835.0,604.0
Hancock St & Bedford Ave,415.0,383.0,464.0,365.0,976.0,1368.0,1296.0,1464.0,1370.0,1202.0,904.0,572.0
Crescent St & Broadway,414.0,408.0,493.0,509.0,1062.0,1325.0,1401.0,1489.0,1607.0,1517.0,1242.0,827.0
Adam Clayton Powell Blvd & W 126 St,413.0,427.0,518.0,530.0,1233.0,1660.0,1934.0,1691.0,2433.0,2167.0,1546.0,982.0
Frost St & Meeker Ave,408.0,386.0,357.0,243.0,570.0,715.0,978.0,1075.0,1098.0,952.0,733.0,341.0
Union St & Nevins St,407.0,380.0,338.0,201.0,406.0,424.0,622.0,791.0,858.0,715.0,538.0,315.0
10 St & 5 Ave,406.0,412.0,404.0,233.0,470.0,658.0,624.0,806.0,903.0,737.0,605.0,450.0
Verona Pl & Fulton St,405.0,360.0,402.0,324.0,629.0,1045.0,911.0,995.0,942.0,898.0,663.0,389.0
49 Ave & 21 St,401.0,313.0,307.0,158.0,317.0,385.0,386.0,407.0,353.0,360.0,274.0,163.0
E 98 St & Park Ave,401.0,351.0,349.0,316.0,739.0,1066.0,1127.0,1175.0,1146.0,1108.0,1094.0,636.0
Lorimer St & Calyer St,400.0,405.0,413.0,200.0,647.0,816.0,864.0,961.0,1100.0,1090.0,951.0,595.0
7 St & 3 Ave,400.0,366.0,400.0,130.0,319.0,464.0,632.0,748.0,585.0,539.0,371.0,302.0
Kingston Ave & Herkimer St,398.0,353.0,536.0,586.0,1156.0,1633.0,1455.0,1784.0,1653.0,1395.0,946.0,650.0
6 Ave & 12 St,398.0,321.0,388.0,271.0,580.0,730.0,827.0,977.0,1174.0,1003.0,768.0,383.0
3 Ave & Carroll St,398.0,383.0,361.0,155.0,317.0,392.0,438.0,524.0,580.0,502.0,368.0,277.0
Columbia Heights & Cranberry St,394.0,416.0,577.0,527.0,1214.0,1252.0,1098.0,1376.0,1340.0,997.0,855.0,437.0
Bedford Ave & S 9 St,392.0,365.0,409.0,324.0,690.0,808.0,890.0,1155.0,1392.0,934.0,709.0,323.0
E 118 St & 3 Ave,391.0,381.0,562.0,691.0,1189.0,1606.0,1568.0,1622.0,1662.0,1458.0,1081.0,700.0
E 106 St & 1 Ave,391.0,373.0,474.0,354.0,1028.0,1423.0,1504.0,1477.0,1483.0,1186.0,926.0,632.0
N 15 St & Wythe Ave,391.0,383.0,274.0,133.0,406.0,402.0,529.0,619.0,836.0,737.0,636.0,361.0
Myrtle Ave & Marcy Ave,390.0,393.0,382.0,340.0,670.0,809.0,1075.0,1141.0,1162.0,960.0,616.0,384.0
36 Ave & 31 St,389.0,414.0,507.0,455.0,956.0,1199.0,1401.0,1389.0,1403.0,1135.0,830.0,564.0
Graham Ave & Herbert St,389.0,369.0,303.0,261.0,390.0,589.0,674.0,785.0,859.0,693.0,485.0,327.0
3 St & Hoyt St,384.0,318.0,350.0,170.0,274.0,321.0,414.0,542.0,544.0,525.0,450.0,303.0
24 St & 41 Ave,382.0,131.0,348.0,289.0,635.0,742.0,934.0,807.0,835.0,761.0,687.0,340.0
Ditmars Blvd & 19 St,377.0,337.0,476.0,487.0,1926.0,2023.0,1618.0,1674.0,1487.0,1131.0,748.0,336.0
Lorimer St & Broadway,377.0,407.0,293.0,156.0,379.0,434.0,481.0,537.0,506.0,503.0,282.0,150.0
Lexington Ave & E 120 St,374.0,302.0,387.0,231.0,502.0,686.0,841.0,906.0,998.0,876.0,692.0,494.0
35 Ave & 37 St,373.0,285.0,304.0,222.0,519.0,637.0,719.0,898.0,863.0,807.0,591.0,379.0
Adam Clayton Powell Blvd & W 118 St,370.0,349.0,415.0,352.0,789.0,1031.0,1127.0,1368.0,1450.0,1233.0,1015.0,558.0
5 St & Market St,368.0,23.0,,,,,,,,,,
Center Blvd & 51 Ave,368.0,304.0,721.0,1112.0,3135.0,3397.0,2748.0,2762.0,2315.0,1777.0,1197.0,563.0
Pioneer St & Van Brunt St,365.0,311.0,339.0,215.0,501.0,410.0,787.0,981.0,1124.0,884.0,489.0,251.0
Marcus Garvey Blvd & Macon St,363.0,333.0,357.0,257.0,,572.0,738.0,920.0,1043.0,908.0,666.0,380.0
Tompkins Ave & Hopkins St,360.0,383.0,370.0,277.0,542.0,775.0,753.0,691.0,773.0,633.0,497.0,320.0
31 Ave & Steinway St,358.0,150.0,396.0,452.0,911.0,1255.0,1179.0,1531.0,1614.0,1514.0,1235.0,701.0
27 St & Hunter St,355.0,337.0,504.0,631.0,1443.0,1780.0,1869.0,1769.0,1798.0,1519.0,1051.0,526.0
Newtown Ave & 23 St,349.0,331.0,395.0,392.0,818.0,862.0,1084.0,1040.0,1010.0,1007.0,833.0,544.0
Vernon Blvd & 31 Ave,349.0,298.0,405.0,354.0,1104.0,1201.0,1177.0,1145.0,1152.0,927.0,678.0,363.0
Fulton St & Utica Ave,348.0,363.0,460.0,567.0,1339.0,1853.0,1847.0,1817.0,1875.0,1587.0,1219.0,587.0
Astoria Park S & Shore Blvd,346.0,314.0,590.0,801.0,2444.0,3102.0,2647.0,2739.0,2343.0,1577.0,1168.0,452.0
28 Ave & 35 St,343.0,357.0,361.0,444.0,1025.0,1148.0,1240.0,1835.0,1403.0,1074.0,695.0,382.0
Union Ave & Wallabout St,342.0,330.0,359.0,287.0,582.0,736.0,769.0,836.0,763.0,608.0,524.0,379.0
21 St & 31 Dr,341.0,342.0,443.0,390.0,700.0,994.0,1042.0,1080.0,1140.0,935.0,687.0,492.0
Frederick Douglass Blvd & W 129 St,340.0,366.0,642.0,872.0,1398.0,943.0,921.0,919.0,896.0,809.0,646.0,384.0
Pleasant Ave & E 120 St,338.0,268.0,351.0,281.0,721.0,835.0,851.0,864.0,1113.0,964.0,657.0,461.0
Jackson Ave & 46 Rd,335.0,322.0,314.0,214.0,457.0,679.0,743.0,738.0,759.0,738.0,484.0,351.0
Pacific St & Classon Ave,334.0,338.0,216.0,108.0,255.0,364.0,287.0,341.0,387.0,401.0,282.0,150.0
E 118 St & 1 Ave,331.0,334.0,460.0,318.0,741.0,1071.0,1146.0,1217.0,1133.0,1260.0,900.0,558.0
Madison Ave & E 120 St,330.0,314.0,321.0,314.0,781.0,1034.0,1130.0,1245.0,1205.0,984.0,703.0,399.0
Franklin Ave & Myrtle Ave,328.0,364.0,329.0,339.0,714.0,1009.0,943.0,1054.0,1015.0,853.0,721.0,402.0
3 Ave & E 100 St,328.0,307.0,308.0,367.0,623.0,913.0,875.0,908.0,872.0,873.0,693.0,429.0
12 Ave & W 125 St,327.0,249.0,1408.0,2383.0,7032.0,6284.0,5043.0,4460.0,3841.0,2784.0,1097.0,386.0
McKibbin St & Manhattan Ave,324.0,300.0,379.0,357.0,852.0,935.0,995.0,1111.0,1188.0,963.0,658.0,445.0
McKibbin St & Bogart St,323.0,323.0,337.0,258.0,681.0,899.0,984.0,1116.0,1177.0,1133.0,726.0,396.0
24 Ave & 26 St,320.0,348.0,252.0,234.0,499.0,486.0,506.0,630.0,664.0,30.0,1.0,187.0
Willoughby Ave & Tompkins Ave,320.0,298.0,332.0,385.0,1049.0,1481.0,726.0,1239.0,1314.0,1206.0,950.0,515.0
E 114 St & 1 Ave,320.0,347.0,530.0,482.0,960.0,1328.0,1305.0,1243.0,1102.0,804.0,477.0,444.0
Pearl St & Peck Slip,320.0,1270.0,1449.0,987.0,1647.0,2779.0,2992.0,3501.0,3499.0,2624.0,2029.0,1166.0
31 St & Thomson Ave,319.0,240.0,330.0,186.0,827.0,849.0,662.0,713.0,701.0,661.0,557.0,302.0
Broadway & W 122 St,318.0,291.0,303.0,315.0,562.0,621.0,686.0,932.0,906.0,808.0,848.0,432.0
Putnam Ave & Nostrand Ave,318.0,289.0,367.0,313.0,573.0,809.0,765.0,863.0,797.0,695.0,529.0,276.0
Sharon St & Olive St,317.0,319.0,428.0,397.0,785.0,1009.0,1287.0,1319.0,1691.0,1205.0,928.0,496.0
Calyer St & Jewel St,316.0,349.0,399.0,193.0,522.0,616.0,640.0,825.0,860.0,774.0,635.0,401.0
E 115 St & Madison Ave,314.0,303.0,407.0,416.0,703.0,820.0,797.0,744.0,831.0,917.0,752.0,430.0
Melrose St & Broadway,312.0,230.0,394.0,295.0,638.0,1037.0,1035.0,1195.0,1217.0,1042.0,783.0,434.0
E 128 St & Madison Ave,311.0,309.0,356.0,312.0,444.0,507.0,592.0,718.0,687.0,651.0,515.0,329.0
Amsterdam Ave & W 125 St,307.0,371.0,471.0,440.0,1440.0,1640.0,1485.0,1317.0,1443.0,1045.0,706.0,519.0
Crescent St & 34 Ave,307.0,263.0,328.0,268.0,663.0,847.0,898.0,1015.0,939.0,846.0,677.0,430.0
Vernon Blvd & 10 St,305.0,308.0,436.0,423.0,1385.0,1643.0,1216.0,1187.0,1215.0,964.0,817.0,511.0
9 St & 44 Rd,304.0,287.0,283.0,213.0,755.0,919.0,849.0,970.0,,481.0,395.0,152.0
Stuyvesant Walk & 1 Av Loop,292.0,296.0,258.0,,169.0,892.0,539.0,582.0,553.0,443.0,426.0,268.0
Brooklyn Bridge Park - Pier 2,290.0,304.0,549.0,1068.0,3044.0,2862.0,3061.0,3386.0,2634.0,2109.0,1318.0,521.0
47 Ave & 31 St,289.0,245.0,302.0,262.0,885.0,885.0,822.0,891.0,769.0,698.0,440.0,315.0
E 123 St & Lexington Ave,287.0,304.0,393.0,192.0,577.0,569.0,723.0,655.0,736.0,723.0,476.0,250.0
35 St & 34 Ave,283.0,232.0,290.0,371.0,750.0,809.0,797.0,908.0,865.0,684.0,451.0,295.0
10 Hudson Yards,282.0,219.0,,,,,,,,,,
Lexington Ave & E 127 St,281.0,223.0,319.0,254.0,301.0,347.0,369.0,490.0,420.0,438.0,307.0,230.0
Engert Ave & McGuinness Blvd,280.0,276.0,266.0,145.0,403.0,570.0,667.0,709.0,640.0,546.0,441.0,289.0
Crescent St & 30 Ave,279.0,261.0,325.0,335.0,817.0,920.0,1023.0,1220.0,1216.0,1116.0,850.0,510.0
Wyckoff Av & Stanhope St,277.0,225.0,293.0,291.0,429.0,670.0,852.0,1067.0,1036.0,797.0,632.0,423.0
Leonard St & Boerum St,277.0,248.0,318.0,262.0,686.0,893.0,1067.0,1065.0,934.0,840.0,568.0,287.0
Jackson St & Leonard St,276.0,216.0,225.0,211.0,512.0,744.0,800.0,969.0,1017.0,648.0,450.0,277.0
3 Ave & E 112 St,270.0,223.0,332.0,287.0,732.0,1115.0,1180.0,1170.0,1209.0,764.0,816.0,280.0
37 Ave & 35 St,270.0,253.0,328.0,237.0,516.0,571.0,844.0,716.0,759.0,642.0,437.0,275.0
Nostrand Ave & Myrtle Ave,270.0,279.0,287.0,238.0,558.0,801.0,803.0,928.0,961.0,819.0,658.0,402.0
35 Ave & 10 St,269.0,265.0,219.0,176.0,494.0,492.0,401.0,500.0,487.0,496.0,361.0,218.0
Adam Clayton Powell Blvd & W 115 St,267.0,287.0,305.0,250.0,647.0,898.0,908.0,996.0,1187.0,1182.0,929.0,597.0
21 St & 43 Ave,267.0,230.0,247.0,136.0,294.0,258.0,385.0,418.0,463.0,338.0,351.0,203.0
31 Ave & 30 St,266.0,281.0,368.0,391.0,957.0,1051.0,1280.0,1367.0,1296.0,1068.0,747.0,437.0
Humboldt St & Varet St,264.0,243.0,264.0,315.0,535.0,711.0,681.0,878.0,812.0,797.0,627.0,371.0
W 129 St & Convent Ave,264.0,275.0,369.0,408.0,689.0,456.0,477.0,679.0,620.0,520.0,439.0,234.0
Lewis Ave & Decatur St,263.0,254.0,406.0,285.0,817.0,1205.0,1201.0,1164.0,1260.0,1074.0,745.0,351.0
Sigourney St & Columbia St,262.0,222.0,243.0,229.0,538.0,357.0,475.0,533.0,523.0,544.0,374.0,234.0
E 116 St & 2 Ave,262.0,215.0,326.0,283.0,711.0,1000.0,979.0,812.0,1362.0,1002.0,827.0,539.0
Powers St & Olive St,261.0,238.0,296.0,223.0,453.0,660.0,364.0,796.0,108.0,572.0,427.0,240.0
Wyckoff Av & Jefferson St,260.0,277.0,308.0,203.0,494.0,720.0,818.0,859.0,767.0,707.0,562.0,297.0
3 Ave & 14 St,258.0,204.0,277.0,249.0,489.0,615.0,576.0,687.0,875.0,689.0,505.0,299.0
31 Ave & Crescent St,258.0,235.0,258.0,309.0,615.0,786.0,889.0,1079.0,1027.0,1015.0,904.0,537.0
Rogers Ave & Sterling St,257.0,280.0,428.0,465.0,1179.0,1504.0,1378.0,1640.0,1464.0,1283.0,960.0,632.0
28 St & 36 Ave,256.0,208.0,305.0,215.0,495.0,599.0,808.0,781.0,716.0,541.0,392.0,228.0
35 St & Broadway,256.0,195.0,289.0,432.0,847.0,1114.0,1059.0,1177.0,1161.0,1008.0,793.0,503.0
Marcy Ave & Lafayette Ave,254.0,228.0,339.0,497.0,1381.0,1828.0,1751.0,1737.0,1649.0,1276.0,832.0,392.0
Broadway & 12 St,254.0,289.0,357.0,251.0,466.0,622.0,789.0,795.0,771.0,590.0,439.0,295.0
Suydam St & Broadway,252.0,258.0,254.0,219.0,488.0,1013.0,1016.0,1180.0,959.0,972.0,702.0,455.0
Suydam St & Knickerbocker Ave,249.0,225.0,445.0,500.0,1338.0,2011.0,1871.0,1932.0,1831.0,1448.0,1010.0,551.0
Vernon Blvd & 30 Rd,249.0,246.0,351.0,329.0,658.0,973.0,1198.0,1442.0,1450.0,1152.0,856.0,386.0
E 118 St & Park Ave,248.0,261.0,305.0,240.0,572.0,602.0,650.0,740.0,608.0,577.0,436.0,281.0
Waterbury St & Stagg St,248.0,250.0,236.0,186.0,390.0,406.0,515.0,555.0,613.0,594.0,427.0,304.0
Knickerbocker Ave & George St,247.0,212.0,285.0,308.0,627.0,775.0,863.0,1029.0,963.0,866.0,577.0,330.0
19 St & 24 Ave,244.0,216.0,261.0,277.0,1052.0,1207.0,1123.0,1648.0,1194.0,804.0,684.0,276.0
28 Ave & 44 St,243.0,239.0,261.0,227.0,640.0,936.0,620.0,,505.0,838.0,598.0,293.0
Morningside Dr & Amsterdam Ave,240.0,255.0,186.0,162.0,275.0,305.0,435.0,504.0,426.0,448.0,374.0,271.0
Manhattan Av & Leonard St,240.0,272.0,257.0,229.0,553.0,599.0,394.0,701.0,780.0,754.0,504.0,315.0
Lewis Ave & Kosciuszko St,238.0,196.0,292.0,295.0,708.0,933.0,1023.0,1126.0,1091.0,1120.0,730.0,449.0
Coffey St & Conover St,237.0,245.0,376.0,402.0,1253.0,1017.0,982.0,1165.0,959.0,712.0,500.0,229.0
34 St & 35 Ave,235.0,246.0,282.0,308.0,483.0,670.0,812.0,833.0,878.0,777.0,506.0,308.0
38 Ave & 29 St,234.0,193.0,278.0,249.0,643.0,778.0,951.0,975.0,971.0,854.0,573.0,302.0
31 St & Northern Blvd,233.0,153.0,298.0,294.0,489.0,645.0,582.0,623.0,597.0,598.0,454.0,368.0
Beaver St & Fayette St,231.0,197.0,246.0,289.0,729.0,817.0,808.0,1041.0,1173.0,1124.0,881.0,460.0
2 Ave & E 122 St,230.0,234.0,345.0,437.0,706.0,732.0,787.0,974.0,965.0,818.0,588.0,386.0
White St & Moore St,226.0,286.0,304.0,269.0,589.0,637.0,826.0,981.0,987.0,832.0,627.0,347.0
36 Ave & 10 St,226.0,223.0,446.0,566.0,1649.0,1476.0,770.0,751.0,779.0,640.0,477.0,297.0
Steinway St & 23 Ave,221.0,233.0,340.0,346.0,945.0,1147.0,1146.0,1273.0,1195.0,917.0,623.0,383.0
30 Ave & 21 St,218.0,199.0,242.0,207.0,402.0,515.0,628.0,641.0,609.0,633.0,400.0,244.0
Wolcott St & Dwight St,218.0,186.0,121.0,65.0,130.0,192.0,237.0,234.0,18.0,166.0,78.0,89.0
Carroll St & Washington Ave,217.0,181.0,201.0,136.0,338.0,374.0,421.0,656.0,454.0,460.0,354.0,149.0
Newton Rd & 44 St,213.0,187.0,240.0,303.0,782.0,980.0,1178.0,1338.0,1136.0,994.0,727.0,348.0
Irving Ave & Jefferson St,209.0,225.0,251.0,293.0,750.0,897.0,859.0,903.0,969.0,801.0,575.0,362.0
34 Ave & 21 St,209.0,174.0,189.0,143.0,331.0,309.0,393.0,458.0,494.0,368.0,278.0,197.0
Park Ave & Marcus Garvey Blvd,208.0,176.0,304.0,296.0,597.0,773.0,752.0,765.0,832.0,735.0,644.0,407.0
Crescent St & Ditmars Blvd,207.0,226.0,230.0,216.0,620.0,737.0,794.0,760.0,823.0,694.0,497.0,280.0
Lincoln Pl & Classon Ave,207.0,176.0,272.0,231.0,459.0,767.0,629.0,660.0,573.0,551.0,377.0,263.0
48 Ave & 5 St,207.0,148.0,244.0,275.0,911.0,980.0,874.0,1113.0,1027.0,749.0,579.0,240.0
Willoughby Ave & Wyckoff Ave,205.0,225.0,242.0,184.0,490.0,658.0,836.0,913.0,828.0,649.0,515.0,235.0
Cedar St & Myrtle Ave,204.0,192.0,225.0,158.0,424.0,540.0,612.0,607.0,615.0,551.0,380.0,195.0
Greene Av & Myrtle Av,204.0,174.0,197.0,228.0,406.0,698.0,717.0,758.0,745.0,544.0,457.0,257.0
31 Ave & 14 St,200.0,203.0,203.0,159.0,370.0,481.0,542.0,667.0,646.0,524.0,366.0,247.0
40 Ave & 9 St,200.0,230.0,283.0,260.0,561.0,820.0,696.0,,570.0,661.0,454.0,249.0
Commerce St & Van Brunt St,199.0,193.0,186.0,121.0,265.0,328.0,452.0,569.0,636.0,502.0,358.0,302.0
Throop Ave & Myrtle Ave,199.0,178.0,219.0,226.0,432.0,627.0,843.0,745.0,699.0,571.0,439.0,259.0
Pulaski St & Marcus Garvey Blvd,197.0,162.0,263.0,277.0,528.0,817.0,778.0,789.0,876.0,834.0,541.0,377.0
31 St & Hoyt Ave N,196.0,205.0,162.0,121.0,377.0,463.0,532.0,512.0,655.0,525.0,431.0,241.0
Grove St & Broadway,195.0,176.0,315.0,363.0,814.0,1135.0,1137.0,1149.0,1261.0,1095.0,774.0,482.0
Bedford Ave & Montgomery St,194.0,173.0,174.0,167.0,451.0,563.0,636.0,779.0,845.0,745.0,492.0,241.0
Willoughby Ave & Myrtle Ave,194.0,226.0,261.0,350.0,,426.0,1016.0,1211.0,1346.0,1169.0,761.0,412.0
10 St & 2 Ave,193.0,168.0,150.0,131.0,288.0,339.0,370.0,407.0,413.0,335.0,327.0,255.0
5 St & 51 Ave,192.0,162.0,264.0,225.0,587.0,677.0,544.0,574.0,497.0,431.0,315.0,135.0
Sterling St & Bedford Ave,192.0,199.0,358.0,490.0,1022.0,1183.0,908.0,1020.0,1243.0,1134.0,922.0,401.0
Stockholm St & Wilson Ave,190.0,222.0,276.0,268.0,582.0,756.0,952.0,1004.0,1089.0,953.0,642.0,438.0
27 Ave & 9 St,189.0,167.0,189.0,222.0,583.0,481.0,496.0,732.0,711.0,702.0,532.0,252.0
Clinton St & Centre St,189.0,146.0,180.0,131.0,232.0,240.0,293.0,325.0,324.0,353.0,370.0,252.0
Knickerbocker Ave & Thames St,189.0,191.0,242.0,315.0,582.0,713.0,964.0,1070.0,1085.0,980.0,748.0,392.0
Devoe St & Morgan Ave,186.0,181.0,196.0,203.0,375.0,457.0,601.0,565.0,738.0,587.0,503.0,287.0
Columbus Ave & W 103 St,186.0,175.0,234.0,295.0,449.0,557.0,579.0,691.0,843.0,891.0,680.0,420.0
Wilson Ave & Troutman St,186.0,160.0,244.0,214.0,506.0,754.0,720.0,787.0,925.0,760.0,563.0,293.0
24 Ave & 29 St,183.0,184.0,231.0,205.0,454.0,527.0,760.0,734.0,565.0,758.0,594.0,245.0
Division Ave & Marcy Ave,179.0,201.0,167.0,146.0,342.0,322.0,330.0,497.0,448.0,389.0,403.0,204.0
George St & Wilson Ave,177.0,203.0,282.0,275.0,636.0,659.0,723.0,874.0,907.0,802.0,586.0,271.0
Morgan Ave & Lombardy St,173.0,177.0,178.0,267.0,466.0,509.0,575.0,638.0,695.0,680.0,459.0,343.0
Columbia St & W 9 St,172.0,195.0,256.0,143.0,279.0,269.0,275.0,232.0,219.0,162.0,151.0,95.0
Stagg St & Morgan Ave,169.0,160.0,166.0,101.0,276.0,395.0,395.0,575.0,544.0,478.0,335.0,197.0
Central Ave & Flushing Ave,167.0,173.0,188.0,167.0,319.0,384.0,531.0,636.0,798.0,692.0,562.0,293.0
2 Ave & 36 St,166.0,165.0,320.0,431.0,1068.0,1114.0,929.0,1086.0,1345.0,1217.0,769.0,390.0
Avenue D & E 8 St,165.0,1360.0,1407.0,816.0,1618.0,2088.0,2480.0,2466.0,1981.0,1899.0,2190.0,1187.0
Bushwick Ave & McKibbin St,164.0,168.0,172.0,134.0,273.0,316.0,421.0,529.0,537.0,468.0,315.0,205.0
Crescent St & 35 Ave,162.0,169.0,220.0,214.0,436.0,522.0,571.0,558.0,571.0,559.0,471.0,296.0
21 St & Hoyt Ave S,158.0,155.0,271.0,315.0,1026.0,1166.0,1317.0,1447.0,1430.0,1174.0,874.0,318.0
Green St & McGuinness Blvd,153.0,120.0,120.0,120.0,291.0,292.0,324.0,684.0,860.0,416.0,254.0,183.0
37 St & 24 Ave,152.0,145.0,147.0,145.0,366.0,452.0,542.0,720.0,728.0,665.0,423.0,239.0
Union St & Bedford Ave,151.0,176.0,204.0,242.0,683.0,991.0,789.0,846.0,791.0,722.0,501.0,274.0
11 St & 43 Ave,149.0,133.0,139.0,161.0,375.0,483.0,450.0,505.0,581.0,457.0,326.0,194.0
Kent St & McGuinness Blvd,147.0,182.0,205.0,175.0,537.0,560.0,532.0,574.0,482.0,483.0,337.0,219.0
Norman St & Wyckoff Ave,146.0,154.0,136.0,199.0,309.0,377.0,471.0,580.0,580.0,446.0,350.0,235.0
Sullivan Pl & Bedford Ave,145.0,135.0,178.0,149.0,339.0,462.0,355.0,344.0,356.0,279.0,280.0,197.0
Wyckoff St & Bond St,144.0,122.0,58.0,,,,,,,,,
Broadway & Kosciuszko St,144.0,126.0,213.0,297.0,729.0,848.0,920.0,1130.0,934.0,842.0,652.0,316.0
Henry St & W 9 St,143.0,182.0,150.0,98.0,143.0,188.0,213.0,193.0,182.0,237.0,121.0,76.0
Withers St & Kingsland Ave,143.0,126.0,145.0,140.0,283.0,395.0,465.0,706.0,751.0,609.0,446.0,267.0
Broadway & Madison St,139.0,146.0,203.0,265.0,626.0,815.0,912.0,1105.0,1122.0,821.0,723.0,424.0
Central Ave & Starr Street,137.0,155.0,225.0,224.0,662.0,855.0,739.0,777.0,897.0,586.0,419.0,193.0
Richards St & Delavan St,136.0,135.0,161.0,121.0,216.0,250.0,275.0,315.0,307.0,261.0,241.0,125.0
Albany Ave & Fulton St,136.0,146.0,164.0,311.0,558.0,804.0,655.0,639.0,616.0,559.0,321.0,209.0
40 Ave & Crescent St,135.0,169.0,169.0,181.0,397.0,475.0,467.0,424.0,495.0,551.0,465.0,251.0
48 Ave & 30 Pl,133.0,118.0,163.0,148.0,374.0,400.0,403.0,348.0,361.0,375.0,286.0,180.0
Central Ave & Woodbine St,132.0,123.0,160.0,139.0,285.0,413.0,465.0,558.0,530.0,416.0,338.0,158.0
34 Ave & 13 St,130.0,94.0,130.0,143.0,391.0,447.0,445.0,401.0,447.0,349.0,239.0,143.0
21 St & 36 Ave,130.0,138.0,233.0,166.0,383.0,503.0,651.0,553.0,626.0,541.0,368.0,185.0
Pioneer St & Richards St,128.0,108.0,150.0,81.0,303.0,309.0,364.0,458.0,397.0,227.0,179.0,88.0
Myrtle Ave & Linden St,124.0,146.0,157.0,215.0,380.0,426.0,497.0,635.0,660.0,479.0,507.0,307.0
Irving Ave & Palmetto St,122.0,109.0,130.0,199.0,397.0,413.0,383.0,388.0,451.0,539.0,331.0,150.0
47 Ave & Skillman Ave,121.0,104.0,114.0,64.0,147.0,175.0,179.0,130.0,168.0,180.0,145.0,83.0
Carroll St & Franklin Ave,121.0,102.0,146.0,188.0,390.0,473.0,425.0,539.0,578.0,578.0,408.0,227.0
12 St & 4 Ave,119.0,258.0,340.0,288.0,651.0,763.0,788.0,601.0,12.0,633.0,643.0,380.0
Irving Ave & Harman St,118.0,113.0,185.0,234.0,576.0,752.0,794.0,1054.0,836.0,728.0,523.0,301.0
Irving Ave & DeKalb Ave,113.0,140.0,207.0,167.0,548.0,768.0,842.0,987.0,908.0,703.0,550.0,263.0
Vernon Blvd & 41 Rd,112.0,130.0,327.0,495.0,1731.0,1799.0,1322.0,1622.0,1186.0,664.0,526.0,274.0
Dwight St & Van Dyke St,111.0,80.0,168.0,280.0,505.0,273.0,468.0,593.0,661.0,444.0,316.0,155.0
23 Ave & 27 St,109.0,123.0,178.0,188.0,356.0,467.0,560.0,489.0,487.0,564.0,436.0,211.0
Hart St & Wyckoff Ave,109.0,73.0,128.0,105.0,227.0,285.0,397.0,462.0,360.0,335.0,233.0,174.0
Putnam Ave & Wyckoff Ave,109.0,109.0,153.0,192.0,321.0,450.0,515.0,624.0,548.0,361.0,315.0,178.0
Willoughby St & Ashland Pl,109.0,329.0,295.0,171.0,436.0,555.0,574.0,529.0,723.0,685.0,562.0,290.0
Broadway & Hancock St,108.0,87.0,166.0,185.0,522.0,688.0,732.0,828.0,758.0,680.0,415.0,259.0
Jefferson St & Cypress Ave,107.0,153.0,140.0,145.0,304.0,463.0,515.0,568.0,563.0,493.0,375.0,225.0
Montgomery St & Franklin Ave,104.0,94.0,136.0,99.0,251.0,367.0,333.0,379.0,455.0,341.0,188.0,113.0
11 St & 35 Ave,104.0,80.0,112.0,33.0,128.0,162.0,193.0,165.0,206.0,152.0,109.0,55.0
Bushwick Ave & Stagg St,103.0,98.0,119.0,119.0,272.0,370.0,372.0,390.0,479.0,408.0,343.0,152.0
Rockaway Ave & Bainbridge St,101.0,99.0,154.0,209.0,446.0,672.0,803.0,949.0,1045.0,835.0,575.0,321.0
Wilson Ave & Moffat St,100.0,121.0,114.0,81.0,179.0,229.0,308.0,359.0,401.0,346.0,262.0,193.0
27 Ave & 3 St,96.0,125.0,138.0,125.0,312.0,427.0,480.0,479.0,399.0,345.0,264.0,204.0
Evergreen Ave & Noll St,94.0,89.0,195.0,284.0,586.0,856.0,915.0,985.0,1033.0,770.0,476.0,250.0
