,Jan.,Feb.,March,April,May,June,July,August,Sept.,Oct.,Nov.,Dec
Union Ave & Jackson St,433.0,456.0,426.0,232.0,731.0,1057.0,1103.0,1378.0,1412.0,1302.0,901.0,503.0
DeKalb Ave & Franklin Ave,432.0,413.0,515.0,547.0,1200.0,1677.0,1611.0,1780.0,1903.0,1595.0,1217.0,681.0
Franklin Ave & St Marks Ave,430.0,411.0,472.0,363.0,907.0,1112.0,1322.0,1477.0,1393.0,1113.0,887.0,455.0
43 St & Broadway,429.0,347.0,544.0,482.0,1387.0,1878.0,1791.0,1756.0,1726.0,1362.0,1154.0,691.0
Sterling Pl & Bedford Ave,426.0,385.0,528.0,457.0,1003.0,1430.0,1451.0,1569.0,1592.0,1433.0,1106.0,697.0
Greene Ave & Throop Ave,425.0,396.0,377.0,253.0,729.0,987.0,1074.0,1139.0,1297.0,1219.0,839.0,599.0
Greene Ave & Nostrand Ave,425.0,425.0,452.0,447.0,983.0,1340.0,1372.0,1603.0,1383.0,1282.0,832.0,450.0
31 Ave & 34 St,424.0,400.0,507.0,575.0,1163.0,1583.0,1692.0,2217.0,1947.0,1680.0,1183.0,603.0
Union St & Nevins St,424.0,404.0,360.0,200.0,417.0,441.0,654.0,849.0,908.0,750.0,589.0,338.0
Park Pl & Franklin Ave,422.0,473.0,428.0,247.0,715.0,995.0,1056.0,1204.0,1273.0,1122.0,766.0,453.0
Frost St & Meeker Ave,421.0,398.0,364.0,233.0,579.0,757.0,959.0,1111.0,1074.0,950.0,732.0,337.0
3 Ave & Carroll St,419.0,391.0,377.0,175.0,336.0,494.0,592.0,640.0,625.0,516.0,369.0,302.0
Adam Clayton Powell Blvd & W 126 St,419.0,427.0,515.0,566.0,1219.0,1670.0,1965.0,1753.0,2468.0,2192.0,1566.0,995.0
Steinway St & 28 Ave,414.0,455.0,484.0,440.0,1025.0,1482.0,1727.0,1713.0,1953.0,1652.0,1252.0,733.0
5 St & 6 Ave,414.0,323.0,280.0,152.0,447.0,460.0,499.0,592.0,777.0,714.0,470.0,349.0
Bushwick Ave & Powers St,413.0,382.0,457.0,432.0,913.0,1233.0,1443.0,1321.0,1687.0,1109.0,848.0,420.0
W 120 St & Claremont Ave,413.0,421.0,440.0,322.0,828.0,881.0,1008.0,1380.0,1283.0,1039.0,1182.0,531.0
Hancock St & Bedford Ave,413.0,385.0,465.0,372.0,934.0,1376.0,1272.0,1438.0,1356.0,1190.0,878.0,490.0
49 Ave & 21 St,413.0,312.0,289.0,150.0,326.0,379.0,392.0,412.0,360.0,351.0,265.0,172.0
7 St & 3 Ave,409.0,370.0,409.0,141.0,345.0,500.0,666.0,777.0,612.0,540.0,377.0,320.0
N 15 St & Wythe Ave,409.0,385.0,280.0,135.0,417.0,408.0,532.0,638.0,836.0,752.0,642.0,372.0
Eastern Pkwy & Washington Ave,407.0,367.0,407.0,388.0,1200.0,1387.0,1085.0,1338.0,1485.0,1480.0,1054.0,468.0
10 St & 5 Ave,407.0,402.0,423.0,244.0,474.0,675.0,658.0,819.0,909.0,739.0,626.0,447.0
Crescent St & Broadway,406.0,413.0,502.0,504.0,1069.0,1325.0,1412.0,1488.0,1626.0,1520.0,1248.0,810.0
Kingston Ave & Herkimer St,406.0,344.0,535.0,595.0,1158.0,1657.0,1471.0,1779.0,1672.0,1398.0,948.0,636.0
E 98 St & Park Ave,404.0,349.0,340.0,303.0,731.0,1064.0,1116.0,1183.0,1151.0,1078.0,1093.0,643.0
Verona Pl & Fulton St,402.0,355.0,401.0,328.0,645.0,1052.0,924.0,984.0,951.0,900.0,662.0,361.0
Columbia Heights & Cranberry St,402.0,415.0,575.0,535.0,1231.0,1228.0,1094.0,1388.0,1346.0,998.0,856.0,424.0
Lorimer St & Calyer St,402.0,408.0,421.0,212.0,653.0,832.0,855.0,981.0,1110.0,1101.0,970.0,597.0
Bedford Ave & S 9 St,399.0,368.0,420.0,326.0,705.0,835.0,888.0,1163.0,1379.0,952.0,713.0,315.0
6 Ave & 12 St,393.0,320.0,397.0,281.0,621.0,713.0,846.0,986.0,1173.0,1012.0,752.0,379.0
E 118 St & 3 Ave,393.0,363.0,569.0,697.0,1164.0,1609.0,1598.0,1650.0,1694.0,1473.0,1091.0,685.0
Graham Ave & Herbert St,392.0,365.0,299.0,254.0,395.0,604.0,660.0,812.0,855.0,698.0,487.0,324.0
Ditmars Blvd & 19 St,392.0,326.0,499.0,494.0,1933.0,2037.0,1607.0,1694.0,1488.0,1127.0,727.0,313.0
Myrtle Ave & Marcy Ave,390.0,390.0,353.0,342.0,677.0,792.0,1096.0,1135.0,1175.0,958.0,626.0,386.0
36 Ave & 31 St,389.0,367.0,502.0,442.0,956.0,1193.0,1427.0,1379.0,1411.0,1133.0,836.0,564.0
24 St & 41 Ave,384.0,135.0,343.0,257.0,625.0,746.0,928.0,799.0,840.0,764.0,695.0,346.0
E 106 St & 1 Ave,382.0,381.0,487.0,374.0,1014.0,1443.0,1525.0,1486.0,1497.0,1199.0,943.0,635.0
Adam Clayton Powell Blvd & W 118 St,380.0,362.0,406.0,371.0,766.0,1041.0,1147.0,1417.0,1453.0,1263.0,1024.0,570.0
3 St & Hoyt St,374.0,308.0,363.0,177.0,276.0,328.0,414.0,550.0,601.0,520.0,461.0,300.0
E 118 St & 1 Ave,373.0,380.0,471.0,323.0,738.0,1064.0,1202.0,1295.0,1120.0,1264.0,902.0,553.0
Marcus Garvey Blvd & Macon St,369.0,322.0,364.0,252.0,,597.0,733.0,918.0,1047.0,917.0,661.0,381.0
Lexington Ave & E 120 St,369.0,321.0,367.0,226.0,502.0,698.0,854.0,915.0,1006.0,901.0,701.0,498.0
Astoria Park S & Shore Blvd,366.0,295.0,604.0,790.0,2458.0,3106.0,2678.0,2750.0,2352.0,1591.0,1161.0,449.0
Vernon Blvd & 31 Ave,362.0,319.0,420.0,378.0,1106.0,1207.0,1196.0,1131.0,1151.0,943.0,687.0,349.0
Center Blvd & 51 Ave,362.0,323.0,704.0,1111.0,3145.0,3409.0,2762.0,2783.0,2325.0,1763.0,1207.0,569.0
5 St & Market St,360.0,24.0,,,,,,,,,,
35 Ave & 37 St,359.0,286.0,326.0,205.0,504.0,631.0,715.0,893.0,860.0,826.0,577.0,381.0
31 Ave & Steinway St,357.0,157.0,397.0,439.0,902.0,1235.0,1166.0,1533.0,1625.0,1530.0,1230.0,698.0
27 St & Hunter St,357.0,322.0,511.0,635.0,1449.0,1780.0,1865.0,1788.0,1758.0,1469.0,1022.0,507.0
Pearl St & Peck Slip,356.0,1358.0,1414.0,953.0,1531.0,2790.0,3111.0,3601.0,3561.0,2702.0,2064.0,1155.0
Tompkins Ave & Hopkins St,356.0,385.0,365.0,273.0,538.0,778.0,767.0,692.0,777.0,634.0,502.0,332.0
Lorimer St & Broadway,355.0,395.0,298.0,175.0,355.0,442.0,468.0,554.0,493.0,464.0,287.0,151.0
Pleasant Ave & E 120 St,352.0,293.0,358.0,289.0,728.0,836.0,870.0,900.0,1115.0,965.0,664.0,475.0
Fulton St & Utica Ave,350.0,366.0,473.0,600.0,1363.0,1859.0,1862.0,1836.0,1902.0,1598.0,1222.0,596.0
Frederick Douglass Blvd & W 129 St,348.0,361.0,626.0,869.0,1399.0,946.0,938.0,913.0,903.0,825.0,628.0,391.0
Newtown Ave & 23 St,348.0,337.0,395.0,405.0,810.0,875.0,1094.0,1043.0,1018.0,1023.0,838.0,545.0
Union Ave & Wallabout St,348.0,332.0,348.0,297.0,544.0,767.0,784.0,836.0,775.0,610.0,513.0,393.0
Myrtle Ave & Lewis Ave,346.0,349.0,331.0,230.0,514.0,608.0,672.0,754.0,784.0,762.0,468.0,273.0
Vernon Blvd & 10 St,338.0,317.0,454.0,467.0,1413.0,1656.0,1238.0,1224.0,1211.0,974.0,813.0,521.0
E 114 St & 1 Ave,337.0,354.0,553.0,529.0,979.0,1341.0,1351.0,1318.0,1119.0,829.0,475.0,506.0
3 Ave & E 100 St,336.0,319.0,312.0,363.0,610.0,905.0,880.0,918.0,907.0,879.0,696.0,426.0
E 115 St & Madison Ave,336.0,310.0,399.0,417.0,701.0,804.0,826.0,755.0,841.0,928.0,749.0,434.0
McKibbin St & Bogart St,335.0,328.0,320.0,277.0,673.0,935.0,1027.0,1156.0,1200.0,1154.0,716.0,427.0
Jackson Ave & 46 Rd,335.0,327.0,299.0,208.0,449.0,674.0,696.0,743.0,779.0,727.0,489.0,368.0
24 Ave & 26 St,334.0,343.0,256.0,239.0,490.0,478.0,512.0,647.0,673.0,24.0,3.0,180.0
21 St & 31 Dr,333.0,345.0,450.0,395.0,698.0,998.0,1064.0,1082.0,1126.0,935.0,686.0,511.0
Calyer St & Jewel St,331.0,338.0,401.0,160.0,537.0,645.0,624.0,858.0,842.0,773.0,635.0,406.0
31 St & Thomson Ave,331.0,231.0,354.0,216.0,825.0,847.0,688.0,719.0,722.0,656.0,586.0,311.0
Franklin Ave & Myrtle Ave,331.0,369.0,354.0,334.0,718.0,1016.0,957.0,1046.0,1023.0,858.0,709.0,405.0
28 Ave & 35 St,330.0,354.0,366.0,441.0,1026.0,1128.0,1247.0,1831.0,1405.0,1056.0,688.0,384.0
McKibbin St & Manhattan Ave,330.0,297.0,363.0,357.0,861.0,939.0,993.0,1124.0,1180.0,978.0,668.0,434.0
12 Ave & W 125 St,329.0,273.0,1399.0,2409.0,7070.0,6227.0,5092.0,4625.0,3895.0,2806.0,1074.0,403.0
E 128 St & Madison Ave,327.0,308.0,353.0,322.0,430.0,509.0,574.0,738.0,675.0,663.0,513.0,328.0
Madison Ave & E 120 St,321.0,313.0,327.0,297.0,774.0,992.0,1122.0,1265.0,1223.0,1007.0,711.0,390.0
Sharon St & Olive St,320.0,322.0,411.0,377.0,790.0,1033.0,1275.0,1341.0,1693.0,1215.0,933.0,485.0
Brooklyn Bridge Park - Pier 2,318.0,314.0,539.0,1037.0,3062.0,2949.0,3119.0,3407.0,2652.0,2130.0,1334.0,524.0
Pacific St & Classon Ave,317.0,342.0,224.0,95.0,260.0,363.0,289.0,347.0,384.0,402.0,284.0,154.0
E 123 St & Lexington Ave,313.0,304.0,395.0,182.0,573.0,577.0,746.0,658.0,722.0,747.0,476.0,255.0
Willoughby Ave & Tompkins Ave,310.0,300.0,347.0,381.0,1044.0,1482.0,738.0,1250.0,1327.0,1212.0,953.0,514.0
Crescent St & 34 Ave,308.0,266.0,350.0,271.0,639.0,853.0,903.0,1004.0,946.0,845.0,678.0,424.0
9 St & 44 Rd,308.0,299.0,254.0,207.0,761.0,930.0,861.0,949.0,3.0,483.0,415.0,141.0
Putnam Ave & Nostrand Ave,308.0,283.0,358.0,300.0,579.0,809.0,776.0,870.0,791.0,710.0,524.0,280.0
Broadway & W 122 St,306.0,298.0,295.0,284.0,551.0,592.0,667.0,928.0,918.0,798.0,858.0,439.0
Amsterdam Ave & W 125 St,306.0,375.0,462.0,428.0,1461.0,1575.0,1519.0,1383.0,1434.0,1004.0,680.0,527.0
47 Ave & 31 St,297.0,241.0,302.0,267.0,877.0,899.0,838.0,901.0,771.0,699.0,443.0,309.0
Sigourney St & Columbia St,296.0,270.0,250.0,226.0,562.0,376.0,558.0,588.0,597.0,596.0,409.0,250.0
Melrose St & Broadway,286.0,229.0,369.0,290.0,643.0,1050.0,1027.0,1180.0,1212.0,1035.0,784.0,425.0
Lexington Ave & E 127 St,282.0,242.0,310.0,234.0,298.0,353.0,378.0,505.0,447.0,470.0,359.0,213.0
Crescent St & 30 Ave,282.0,259.0,336.0,339.0,806.0,929.0,1025.0,1225.0,1201.0,1130.0,842.0,516.0
Adam Clayton Powell Blvd & W 115 St,282.0,284.0,303.0,265.0,640.0,906.0,931.0,1006.0,1188.0,1199.0,934.0,592.0
Engert Ave & McGuinness Blvd,282.0,271.0,277.0,139.0,408.0,575.0,664.0,721.0,636.0,553.0,438.0,289.0
35 St & 34 Ave,280.0,233.0,305.0,378.0,731.0,812.0,813.0,899.0,879.0,685.0,455.0,295.0
3 Ave & E 112 St,279.0,227.0,334.0,300.0,720.0,1132.0,1201.0,1178.0,1215.0,775.0,832.0,270.0
Jackson St & Leonard St,279.0,215.0,235.0,204.0,518.0,756.0,783.0,986.0,1000.0,658.0,447.0,284.0
Stuyvesant Walk & 1 Av Loop,278.0,295.0,285.0,3.0,218.0,908.0,549.0,548.0,552.0,442.0,433.0,257.0
Wyckoff Av & Stanhope St,278.0,221.0,294.0,285.0,432.0,674.0,859.0,1075.0,1038.0,802.0,635.0,429.0
Leonard St & Boerum St,275.0,251.0,314.0,281.0,679.0,903.0,1088.0,1073.0,935.0,841.0,578.0,294.0
E 116 St & 2 Ave,273.0,221.0,330.0,296.0,695.0,1010.0,1024.0,817.0,1375.0,1010.0,890.0,554.0
10 Hudson Yards,272.0,236.0,,,,,,,,,,
Wyckoff Av & Jefferson St,272.0,287.0,298.0,221.0,480.0,728.0,858.0,879.0,766.0,711.0,561.0,303.0
19 St & 24 Ave,270.0,207.0,272.0,283.0,1054.0,1206.0,1146.0,1651.0,1188.0,811.0,683.0,259.0
Rogers Ave & Sterling St,267.0,277.0,442.0,464.0,1198.0,1522.0,1423.0,1659.0,1496.0,1290.0,962.0,640.0
21 St & 43 Ave,266.0,233.0,245.0,124.0,287.0,264.0,382.0,415.0,469.0,339.0,357.0,204.0
35 Ave & 10 St,264.0,272.0,211.0,179.0,509.0,503.0,429.0,507.0,483.0,493.0,373.0,204.0
Broadway & 12 St,264.0,304.0,362.0,266.0,438.0,629.0,802.0,819.0,765.0,596.0,436.0,289.0
W 129 St & Convent Ave,263.0,286.0,353.0,384.0,696.0,459.0,455.0,691.0,622.0,537.0,433.0,236.0
3 Ave & 14 St,261.0,220.0,277.0,264.0,513.0,647.0,661.0,750.0,908.0,716.0,501.0,324.0
Powers St & Olive St,259.0,240.0,289.0,214.0,456.0,661.0,372.0,788.0,111.0,575.0,431.0,244.0
37 Ave & 35 St,257.0,255.0,316.0,224.0,499.0,574.0,834.0,720.0,742.0,648.0,440.0,255.0
Lewis Ave & Decatur St,257.0,244.0,392.0,284.0,843.0,1200.0,1227.0,1160.0,1276.0,1080.0,737.0,356.0
31 Ave & 30 St,256.0,281.0,372.0,400.0,942.0,1051.0,1295.0,1369.0,1297.0,1073.0,753.0,439.0
Humboldt St & Varet St,255.0,254.0,287.0,297.0,533.0,728.0,697.0,888.0,803.0,821.0,623.0,394.0
35 St & Broadway,254.0,197.0,304.0,425.0,850.0,1118.0,1071.0,1169.0,1160.0,1012.0,796.0,504.0
E 118 St & Park Ave,251.0,251.0,306.0,234.0,568.0,613.0,664.0,742.0,620.0,596.0,444.0,267.0
Nostrand Ave & Myrtle Ave,251.0,285.0,298.0,246.0,523.0,807.0,815.0,920.0,974.0,818.0,662.0,407.0
28 St & 36 Ave,244.0,210.0,289.0,202.0,495.0,590.0,783.0,774.0,716.0,544.0,389.0,209.0
Beaver St & Fayette St,244.0,188.0,250.0,277.0,731.0,811.0,813.0,1033.0,1176.0,1140.0,867.0,472.0
28 Ave & 44 St,244.0,237.0,265.0,230.0,645.0,941.0,614.0,,513.0,836.0,599.0,277.0
Knickerbocker Ave & George St,242.0,217.0,296.0,302.0,621.0,798.0,878.0,1014.0,982.0,872.0,565.0,335.0
Manhattan Av & Leonard St,242.0,278.0,267.0,222.0,574.0,609.0,408.0,692.0,772.0,766.0,510.0,301.0
Morningside Dr & Amsterdam Ave,241.0,250.0,185.0,143.0,279.0,284.0,373.0,521.0,427.0,456.0,375.0,274.0
Waterbury St & Stagg St,241.0,251.0,246.0,186.0,382.0,404.0,531.0,567.0,608.0,605.0,418.0,302.0
Suydam St & Knickerbocker Ave,240.0,225.0,429.0,506.0,1321.0,2022.0,1876.0,1949.0,1847.0,1446.0,996.0,560.0
Coffey St & Conover St,239.0,256.0,367.0,417.0,1265.0,1043.0,1003.0,1177.0,988.0,711.0,506.0,242.0
Lewis Ave & Kosciuszko St,237.0,191.0,266.0,283.0,707.0,908.0,1063.0,1177.0,1160.0,1113.0,729.0,447.0
2 Ave & E 122 St,236.0,230.0,348.0,424.0,710.0,737.0,794.0,1000.0,987.0,836.0,611.0,382.0
Suydam St & Broadway,234.0,244.0,248.0,214.0,495.0,987.0,1002.0,1186.0,880.0,960.0,708.0,439.0
34 St & 35 Ave,234.0,250.0,283.0,308.0,484.0,675.0,808.0,830.0,894.0,778.0,497.0,317.0
36 Ave & 10 St,232.0,222.0,448.0,575.0,1638.0,1487.0,790.0,754.0,774.0,645.0,484.0,289.0
31 Ave & Crescent St,230.0,230.0,265.0,319.0,612.0,787.0,911.0,1068.0,1036.0,1011.0,907.0,528.0
38 Ave & 29 St,230.0,193.0,281.0,231.0,624.0,779.0,957.0,981.0,978.0,866.0,576.0,300.0
34 Ave & 21 St,223.0,162.0,203.0,141.0,309.0,310.0,400.0,450.0,494.0,362.0,282.0,195.0
Vernon Blvd & 30 Rd,222.0,235.0,286.0,321.0,640.0,975.0,1208.0,1448.0,1462.0,1177.0,847.0,383.0
30 Ave & 21 St,222.0,203.0,244.0,215.0,402.0,518.0,636.0,641.0,610.0,643.0,395.0,254.0
Carroll St & Washington Ave,219.0,181.0,218.0,139.0,348.0,355.0,431.0,647.0,450.0,475.0,346.0,129.0
Newton Rd & 44 St,219.0,184.0,241.0,298.0,787.0,981.0,1196.0,1340.0,1125.0,1008.0,716.0,350.0
Wolcott St & Dwight St,214.0,189.0,120.0,74.0,138.0,206.0,257.0,276.0,31.0,167.0,79.0,112.0
Steinway St & 23 Ave,212.0,240.0,339.0,359.0,935.0,1152.0,1163.0,1261.0,1207.0,923.0,622.0,393.0
Marcy Ave & Lafayette Ave,211.0,222.0,300.0,503.0,1369.0,1806.0,1748.0,1732.0,1636.0,1273.0,845.0,390.0
White St & Moore St,211.0,294.0,303.0,274.0,579.0,655.0,825.0,978.0,1008.0,837.0,618.0,362.0
31 St & Northern Blvd,211.0,153.0,308.0,290.0,490.0,604.0,577.0,631.0,600.0,603.0,426.0,349.0
Crescent St & Ditmars Blvd,210.0,227.0,223.0,207.0,619.0,746.0,804.0,771.0,832.0,683.0,502.0,277.0
48 Ave & 5 St,209.0,161.0,248.0,278.0,929.0,960.0,923.0,1090.0,1038.0,740.0,592.0,235.0
Greene Av & Myrtle Av,208.0,172.0,197.0,209.0,400.0,661.0,688.0,761.0,746.0,554.0,456.0,228.0
Park Ave & Marcus Garvey Blvd,207.0,175.0,288.0,301.0,597.0,794.0,748.0,773.0,834.0,744.0,632.0,410.0
40 Ave & 9 St,207.0,224.0,267.0,254.0,563.0,827.0,703.0,,581.0,674.0,449.0,245.0
Irving Ave & Jefferson St,206.0,230.0,241.0,307.0,741.0,921.0,887.0,902.0,971.0,812.0,575.0,365.0
Bedford Ave & Montgomery St,205.0,166.0,191.0,184.0,457.0,568.0,646.0,785.0,852.0,738.0,478.0,252.0
31 Ave & 14 St,205.0,218.0,216.0,160.0,360.0,492.0,559.0,674.0,646.0,536.0,361.0,243.0
Commerce St & Van Brunt St,202.0,192.0,183.0,117.0,277.0,344.0,469.0,568.0,669.0,512.0,371.0,313.0
5 St & 51 Ave,200.0,166.0,264.0,215.0,606.0,646.0,557.0,571.0,500.0,426.0,322.0,138.0
Willoughby Ave & Wyckoff Ave,200.0,225.0,242.0,193.0,476.0,656.0,851.0,925.0,823.0,657.0,507.0,245.0
Pulaski St & Marcus Garvey Blvd,199.0,162.0,265.0,259.0,538.0,823.0,779.0,797.0,889.0,833.0,549.0,371.0
24 Ave & 29 St,198.0,166.0,243.0,202.0,444.0,543.0,759.0,751.0,563.0,743.0,581.0,251.0
Cedar St & Myrtle Ave,196.0,188.0,198.0,140.0,421.0,527.0,617.0,609.0,605.0,557.0,375.0,192.0
Sterling St & Bedford Ave,196.0,203.0,363.0,520.0,1041.0,1188.0,933.0,1042.0,1233.0,1144.0,931.0,407.0
31 St & Hoyt Ave N,195.0,210.0,166.0,131.0,359.0,452.0,557.0,517.0,646.0,540.0,395.0,232.0
27 Ave & 9 St,195.0,167.0,186.0,225.0,581.0,492.0,510.0,734.0,710.0,720.0,523.0,249.0
10 St & 2 Ave,194.0,175.0,159.0,147.0,288.0,341.0,378.0,419.0,412.0,337.0,326.0,268.0
Willoughby Ave & Myrtle Ave,194.0,228.0,260.0,345.0,,441.0,1024.0,1212.0,1367.0,1180.0,759.0,412.0
Clinton St & Centre St,193.0,165.0,182.0,128.0,251.0,246.0,289.0,329.0,349.0,382.0,382.0,254.0
2 Ave & 36 St,192.0,202.0,341.0,473.0,1111.0,1173.0,1123.0,1206.0,1486.0,1267.0,821.0,464.0
Lincoln Pl & Classon Ave,191.0,171.0,266.0,228.0,461.0,759.0,561.0,598.0,534.0,495.0,361.0,218.0
Stockholm St & Wilson Ave,187.0,217.0,276.0,267.0,586.0,761.0,942.0,1010.0,1098.0,937.0,654.0,439.0
Crescent St & 35 Ave,186.0,191.0,244.0,216.0,426.0,505.0,559.0,559.0,572.0,563.0,484.0,294.0
Devoe St & Morgan Ave,184.0,179.0,207.0,203.0,366.0,459.0,610.0,582.0,746.0,583.0,499.0,294.0
Knickerbocker Ave & Thames St,183.0,191.0,239.0,311.0,577.0,726.0,963.0,1068.0,1107.0,986.0,744.0,389.0
George St & Wilson Ave,177.0,205.0,287.0,276.0,627.0,676.0,722.0,880.0,908.0,810.0,562.0,276.0
Throop Ave & Myrtle Ave,175.0,154.0,201.0,210.0,432.0,634.0,854.0,742.0,707.0,580.0,447.0,254.0
Columbia St & W 9 St,175.0,196.0,267.0,163.0,284.0,282.0,333.0,281.0,261.0,165.0,157.0,95.0
Columbus Ave & W 103 St,175.0,177.0,200.0,251.0,447.0,561.0,542.0,607.0,820.0,848.0,672.0,422.0
Central Ave & Flushing Ave,173.0,171.0,176.0,161.0,312.0,396.0,521.0,622.0,738.0,671.0,474.0,279.0
Stagg St & Morgan Ave,172.0,148.0,167.0,115.0,269.0,401.0,391.0,589.0,546.0,489.0,328.0,215.0
Wilson Ave & Troutman St,172.0,166.0,215.0,206.0,518.0,706.0,720.0,785.0,875.0,754.0,535.0,296.0
Grove St & Broadway,171.0,178.0,305.0,357.0,742.0,1101.0,1107.0,1098.0,1282.0,1020.0,769.0,448.0
21 St & Hoyt Ave S,169.0,155.0,274.0,316.0,1023.0,1173.0,1340.0,1436.0,1452.0,1168.0,878.0,322.0
Avenue D & E 8 St,167.0,1341.0,1387.0,823.0,1621.0,2107.0,2552.0,2486.0,2002.0,1935.0,2173.0,1140.0
Pioneer St & Richards St,165.0,135.0,161.0,90.0,312.0,319.0,396.0,458.0,432.0,236.0,183.0,85.0
Bushwick Ave & McKibbin St,161.0,165.0,157.0,138.0,276.0,331.0,416.0,523.0,538.0,483.0,314.0,194.0
Division Ave & Marcy Ave,158.0,198.0,172.0,131.0,349.0,346.0,306.0,521.0,430.0,403.0,371.0,205.0
37 St & 24 Ave,157.0,147.0,146.0,144.0,367.0,450.0,537.0,720.0,732.0,676.0,410.0,245.0
Richards St & Delavan St,156.0,140.0,171.0,130.0,226.0,264.0,303.0,331.0,331.0,283.0,258.0,140.0
Sullivan Pl & Bedford Ave,151.0,130.0,190.0,164.0,369.0,462.0,359.0,354.0,361.0,280.0,277.0,211.0
Wyckoff St & Bond St,150.0,134.0,58.0,,,,,,,,,
Union St & Bedford Ave,149.0,175.0,205.0,238.0,690.0,988.0,803.0,832.0,782.0,723.0,499.0,261.0
Green St & McGuinness Blvd,148.0,121.0,132.0,116.0,306.0,298.0,318.0,689.0,856.0,419.0,259.0,176.0
Norman St & Wyckoff Ave,148.0,152.0,144.0,196.0,305.0,386.0,471.0,592.0,573.0,454.0,349.0,237.0
Morgan Ave & Lombardy St,148.0,178.0,185.0,276.0,455.0,535.0,578.0,645.0,690.0,675.0,469.0,337.0
11 St & 43 Ave,147.0,141.0,129.0,163.0,372.0,477.0,460.0,505.0,583.0,453.0,336.0,211.0
Kent St & McGuinness Blvd,147.0,193.0,220.0,163.0,538.0,567.0,545.0,576.0,485.0,487.0,342.0,229.0
12 St & 4 Ave,144.0,262.0,353.0,295.0,667.0,769.0,799.0,618.0,35.0,634.0,640.0,390.0
Central Ave & Starr Street,143.0,147.0,196.0,203.0,612.0,846.0,732.0,786.0,863.0,595.0,402.0,196.0
Withers St & Kingsland Ave,141.0,125.0,144.0,138.0,285.0,402.0,458.0,726.0,755.0,604.0,431.0,269.0
40 Ave & Crescent St,140.0,166.0,166.0,162.0,389.0,481.0,466.0,426.0,502.0,552.0,470.0,247.0
Albany Ave & Fulton St,139.0,140.0,174.0,315.0,538.0,802.0,662.0,627.0,616.0,566.0,312.0,188.0
Dwight St & Van Dyke St,139.0,85.0,189.0,304.0,511.0,290.0,650.0,802.0,775.0,478.0,347.0,187.0
48 Ave & 30 Pl,138.0,125.0,155.0,155.0,364.0,403.0,412.0,350.0,358.0,380.0,292.0,186.0
Henry St & W 9 St,138.0,194.0,154.0,92.0,136.0,189.0,215.0,193.0,190.0,241.0,125.0,78.0
34 Ave & 13 St,133.0,97.0,130.0,144.0,376.0,443.0,458.0,400.0,439.0,347.0,245.0,142.0
Central Ave & Woodbine St,131.0,128.0,176.0,124.0,288.0,399.0,469.0,554.0,541.0,419.0,335.0,163.0
21 St & 36 Ave,130.0,134.0,238.0,169.0,368.0,508.0,655.0,538.0,630.0,550.0,359.0,188.0
Broadway & Kosciuszko St,128.0,117.0,210.0,299.0,669.0,820.0,914.0,1075.0,927.0,814.0,585.0,309.0
Carroll St & Franklin Ave,120.0,104.0,153.0,189.0,408.0,463.0,447.0,532.0,582.0,592.0,408.0,218.0
47 Ave & Skillman Ave,120.0,112.0,106.0,59.0,144.0,183.0,182.0,128.0,174.0,184.0,136.0,83.0
Jefferson St & Cypress Ave,118.0,151.0,133.0,158.0,293.0,475.0,526.0,575.0,561.0,504.0,373.0,230.0
Irving Ave & Palmetto St,118.0,113.0,141.0,197.0,345.0,415.0,390.0,390.0,448.0,538.0,333.0,150.0
Irving Ave & Harman St,117.0,116.0,186.0,231.0,542.0,752.0,796.0,1054.0,842.0,733.0,522.0,305.0
Broadway & Madison St,116.0,150.0,184.0,260.0,616.0,811.0,903.0,1113.0,1123.0,826.0,715.0,425.0
27 Ave & 3 St,116.0,121.0,133.0,121.0,321.0,427.0,504.0,487.0,399.0,352.0,266.0,200.0
39 St & 2 Ave,113.0,97.0,247.0,411.0,980.0,958.0,1072.0,1105.0,646.0,648.0,400.0,221.0
Vernon Blvd & 41 Rd,112.0,142.0,324.0,489.0,1718.0,1810.0,1330.0,1624.0,1198.0,680.0,530.0,281.0
23 Ave & 27 St,111.0,126.0,161.0,174.0,344.0,469.0,578.0,511.0,490.0,561.0,433.0,206.0
Myrtle Ave & Linden St,108.0,141.0,145.0,202.0,362.0,415.0,502.0,637.0,639.0,481.0,510.0,309.0
Irving Ave & DeKalb Ave,107.0,140.0,217.0,180.0,538.0,701.0,847.0,989.0,914.0,702.0,545.0,250.0
Montgomery St & Franklin Ave,107.0,85.0,152.0,100.0,253.0,365.0,341.0,379.0,450.0,347.0,179.0,122.0
Wilson Ave & Moffat St,107.0,115.0,100.0,75.0,183.0,234.0,302.0,361.0,398.0,349.0,260.0,177.0
Willoughby St & Ashland Pl,106.0,349.0,323.0,184.0,442.0,561.0,571.0,553.0,721.0,672.0,564.0,294.0
Bushwick Ave & Stagg St,103.0,98.0,111.0,120.0,262.0,377.0,368.0,402.0,478.0,425.0,324.0,145.0
Rockaway Ave & Bainbridge St,103.0,95.0,162.0,206.0,443.0,677.0,818.0,945.0,1056.0,832.0,585.0,319.0
Harrison Pl & Porter Ave,98.0,93.0,96.0,83.0,165.0,323.0,372.0,442.0,451.0,401.0,327.0,208.0
Evergreen Ave & Noll St,98.0,90.0,159.0,242.0,577.0,828.0,916.0,990.0,918.0,733.0,461.0,250.0
